antibody_id,antibody_name,mseq,patch_cdr_hyd,ens_charge,cdr_len,Fv_chml,patch_cdr_pos,patch_cdr_neg,patch_cdr_ion,pI_3D,patch_hyd,patch_pos,patch_neg,patch_ion,mass,r_gyr,r_solv,asa_vdw,asa_hyd,asa_hph,volume,mobility,dipole_moment,hyd_moment,debye,coeff_280,coeff_fric,coeff_diff,sed_const,eccen,zeta,zdipole,zquadrupole,helicity,strand,henry,E,affinity_VL_VH,amphipathicity,ASPmax,BSA_LC_HC,DRT,HI,hyd_idx,hyd_idx_cdr,hyd_strength,hyd_strength_cdr,Packing Score
GDPa1-096,gatipotuzumab,96,299.36636,2.0755413,67,2.0793808,246.35107,177.56796,423.91904,7.1247253,647.29889,615.27875,453.02991,1068.3087,25.500641,18.030327,24.124731,11348.952,5925.1367,4979.6851,23506.449,-0.55611926,402.73947,343.69443,9.6188574,48610,4.0471904e-011,1.0234432e-006,2.615915e-013,0.51655436,-0.99036247,2.7701323e-016,0.11546272,3.8577089,43.112862,1.0853209,-2123.8389,-80.71962,0.62225986,0.47110894,654.03119,0.92706174,0.74336588,7.2909999,2.493,7.4307981,2.3575134,2.2402506
GDPa1-097,gemtuzumab,97,443.0347,3.0079327,65,-0.97573501,192.47073,237.78546,430.2562,7.4373746,774.20239,683.92352,520.89642,1204.8199,24.978573,17.984255,24.075905,11345.403,5865.4365,5059.8296,22983.971,-0.31443763,410.00763,465.63068,9.6188574,52620,4.038999e-011,1.025522e-006,2.5675645e-013,0.49896517,-0.56005001,2.187983e-016,0.096979611,2.7074232,46.818146,1.0851402,-1847.8921,-78.952614,0.59584528,0.45828635,650.84003,0.77369273,1.214349,5.3979998,0.62800002,13.81916,8.1917658,2.1555815
GDPa1-098,gevokizumab,98,426.84448,5.7559972,65,-2.1670358,256.90567,254.46919,511.37488,8.9214954,668.15173,739.3385,429.61536,1168.9539,24.993494,17.793146,23.816282,11049.303,5649.9229,4996.1963,23102.305,3.8579388,341.90903,429.90903,9.6188574,57660,3.9954443e-011,1.0366921e-006,2.5970808e-013,0.50749028,6.8785758,1.063884e-015,0.44322124,2.8984814,46.807583,1.0841773,-1572.8929,-93.870018,0.60057467,0.4790428,771.46698,1.0724598,0.14400765,7.2350001,1.478,6.1080084,2.8005605,2.1472216
GDPa1-099,gimsilumab,99,505.82031,4.928772,66,4.9521937,295.49246,191.33958,486.83203,8.3620415,847.73572,663.01086,472.37262,1135.3834,25.107433,18.173264,24.030958,11414.179,6083.8438,4896.0142,23195.291,2.1024213,386.22104,257.93765,9.6188574,50670,4.0314588e-011,1.0274377e-006,2.5856311e-013,0.4491739,3.7457905,6.8523075e-016,0.12606068,1.4197555,43.090462,1.0849737,-2145.2439,-65.758598,0.62799692,0.53518403,590.40735,1.3385081,0.55414373,6.1950002,-0.56,17.436714,8.8715315,2.2562792
GDPa1-100,girentuximab,100,378.91513,5.9885883,64,2.0212793,197.91223,151.08289,348.99512,8.5401745,666.96149,709.20135,408.08765,1117.2889,24.992676,17.986898,23.815088,11091.049,5729.9238,4946.7705,23052.371,2.7100627,265.7149,430.4321,9.6188574,41620,3.9952441e-011,1.0367501e-006,2.5971413e-013,0.45000336,4.832077,8.9295473e-016,0.27358493,2.3096397,47.012211,1.0841727,-2103.6541,-95.343483,0.61433077,0.49885625,866.69452,1.0540055,0.97380567,5.7789998,2.2279999,9.8764687,5.8040113,2.2613833
GDPa1-101,glembatumumab,101,503.39328,4.7792549,65,0.91600513,189.07355,99.715118,288.78867,8.6005707,809.63654,555.58826,329.90054,885.48883,25.075775,18.245773,24.070395,11497.137,6210.4321,4871.1006,23114.148,3.3202772,221.16382,477.20999,9.6188574,68090,4.0380747e-011,1.0257646e-006,2.5781655e-013,0.46832728,5.914609,1.0309197e-015,0.31327444,1.6493707,45.532768,1.0851197,-1507.1493,-62.108864,0.58749145,0.55937243,569.33057,1.4031944,1.0353627,9.9139996,2.747,16.041605,11.002951,2.1717739
GDPa1-102,golimumab,102,418.03018,5.6838703,72,1.7241057,259.14536,139.38098,398.52634,8.8917685,615.4043,662.31555,375.86234,1038.1779,25.682522,17.892601,24.022221,11254.845,5819.7178,5003.688,23643.967,4.098454,492.08023,318.14169,9.6188574,51590,4.029993e-011,1.0278143e-006,2.6458246e-013,0.50773603,7.3024645,1.3260233e-015,0.35913074,2.9531884,46.295425,1.0849413,-2656.8906,-121.33407,0.61234301,0.48723018,902.9043,1.0275162,0.71444684,7.2820001,1.45,6.9821539,4.9583454,2.1125865
GDPa1-103,guselkumab,103,481.9122,4.5772195,67,3.2358119,235.50729,106.76359,342.27087,8.4757681,745.89728,637.29059,386.20526,1023.4958,24.606138,17.830975,23.709574,11076.103,6024.4326,4663.1143,22685.561,3.2131963,241.52048,301.55176,9.6188574,65110,3.9775429e-011,1.0413661e-006,2.5683587e-013,0.48809746,5.7313104,1.0376221e-015,0.41962013,4.0308938,41.783047,1.0837803,-1374.4164,-100.20337,0.5768128,0.49509692,819.25598,1.1434714,0.29218954,9.6809998,3.072,8.9033089,7.4928894,2.1162469
GDPa1-104,ianalumab,104,548.38464,6.6849537,70,4.8367062,308.21643,109.42525,417.64166,9.1646194,870.74817,636.97626,378.71786,1015.6941,25.539526,18.200197,24.208961,11454.075,6174.8472,4863.3638,23628.195,5.0907316,410.06277,430.86655,9.6188574,58120,4.0613207e-011,1.0198812e-006,2.6107851e-013,0.50182831,9.0643892,1.5464432e-015,0.46621346,4.2624211,47.897903,1.0856326,-2082.3845,-71.379013,0.60592556,0.53358608,623.97864,1.239982,1.0970634,9.8559999,2.799,11.353345,7.550725,2.239331
GDPa1-105,ibalizumab,105,282.84549,1.6814953,72,-2.255553,266.28677,305.39764,571.68445,6.6207271,587.30426,658.63824,614.59106,1273.2292,26.038473,18.080065,24.258566,11463.404,5886.6357,5167.439,23914.209,-1.5344037,184.14871,528.13788,9.6188574,61560,4.0696425e-011,1.0177946e-006,2.6563444e-013,0.5596922,-2.7316043,5.0125795e-016,0.24388231,2.6382701,47.790005,1.0858158,-1958.1152,-91.171669,0.59803748,0.50546819,725.44476,1.1546893,0.5992406,4.8600001,0.611,7.2957106,3.6405201,2.1368344
GDPa1-106,icrucumab,106,322.29385,3.0137761,72,-0.94989431,190.51506,175.83598,366.35104,7.7713103,543.14825,618.42987,485.71927,1104.1492,25.545521,17.942314,23.951159,11137.474,5572.708,5140.3579,23471.836,1.8217067,240.08925,132.32195,9.6188574,53080,4.0180713e-011,1.0308573e-006,2.6395024e-013,0.49648374,3.2465665,5.8378225e-016,0.24303773,2.4851506,45.164627,1.0846779,-2387.8889,-95.112587,0.61426914,0.48611709,771.37769,1.0532883,0.51700521,5.8369999,2.1329999,6.2228298,4.7715912,2.1734571
GDPa1-107,imgatuzumab,107,249.01805,7.7675467,64,-0.28722116,206.54933,92.379387,298.92871,9.1576452,477.63968,772.54388,352.11807,1124.662,24.855637,17.840338,23.705685,11081.82,5677.4346,4995.1772,22864.043,6.2474313,247.19701,265.20358,9.6188574,42985,3.9768903e-011,1.0415305e-006,2.5948105e-013,0.47563821,11.143418,2.087126e-015,0.42603105,3.0479736,48.522018,1.083766,-2072.8215,-91.865143,0.58484739,0.46129492,733.91235,0.86053556,0.79373407,4.8530002,2.1359999,5.2830615,3.3456819,2.0824692
GDPa1-108,inclacumab,108,425.37323,4.9173946,69,1.061415,232.91817,129.9012,362.81937,8.238533,744.02637,693.48871,399.6983,1093.187,25.080515,18.062531,24.216835,11524.653,6005.4727,5085.0879,23096.447,2.2753325,498.09204,469.18964,9.6188574,54110,4.0626415e-011,1.0195567e-006,2.5630472e-013,0.50482523,4.0514317,6.9453848e-016,0.30306104,3.4498663,46.688477,1.0856615,-2220.2788,-86.382362,0.61067539,0.50058711,724.43408,1.1683576,0.33919528,6.9580002,0.5,9.1173191,3.9947603,2.2583539
GDPa1-109,inebilizumab,109,372.85645,-0.87754244,70,4.6585612,230.51128,354.61835,585.12964,5.4596071,653.70325,641.7973,729.66205,1371.4594,25.453678,17.912062,23.997402,11332.353,6049.4224,4852.3179,23393.789,-3.5558267,296.18777,130.63737,9.6188574,39670,4.0258293e-011,1.0288732e-006,2.6249505e-013,0.50402069,-6.3360796,1.1130463e-015,0.43526378,3.3203435,46.492077,1.0848494,-2091.5608,-91.171036,0.62218422,0.49262279,692.43896,1.0053042,1.0451053,3.0680001,-0.43399999,10.420901,5.2343078,2.2757585
GDPa1-110,infliximab,110,511.66635,-1.0173069,65,0.99761653,201.40936,197.90012,399.30948,5.8774219,759.97272,541.41608,613.01227,1154.4283,25.142647,17.966722,23.989458,11288.277,5960.6221,4920.8374,23024.719,-4.1725235,474.07904,221.79985,9.6188574,51130,4.0244967e-011,1.0292164e-006,2.5937396e-013,0.46929455,-7.4352407,1.3223828e-015,0.29028735,3.8045559,46.217148,1.0848199,-2331.1313,-86.308868,0.62400633,0.5014686,642.71442,1.1036998,0.76536185,1.699,0.0099999998,8.9655962,4.8700929,2.1559029
GDPa1-111,inotuzumab,111,421.82977,6.8685465,71,2.917439,279.49286,104.18401,383.67688,8.899169,740.14404,736.85571,388.61136,1125.467,25.683033,18.144907,24.413555,11711.167,5943.98,5329.8101,23657.811,3.0626061,349.48581,507.49973,9.6188574,57090,4.0956436e-011,1.0113426e-006,2.6034746e-013,0.50307703,5.4496131,8.8752255e-016,0.40961695,3.3072734,44.984917,1.0863876,-2198.5085,-99.511475,0.59820324,0.48002127,854.12183,0.95535976,0.89345413,6.4699998,1.98,12.537912,6.9057283,2.2291431
GDPa1-112,intetumumab,112,363.58594,5.7395787,65,1.9493281,300.53992,144.6902,445.2301,8.9956627,673.84241,736.17096,473.10043,1209.2714,24.999289,17.950308,23.976719,11337.697,5879.3428,5016.8145,23064.709,3.8477814,375.41873,297.54553,9.6188574,45630,4.0223595e-011,1.0297565e-006,2.5803044e-013,0.47532666,6.8567038,1.121071e-015,0.34332797,2.487066,45.880905,1.0847727,-2575.8379,-76.539734,0.62660992,0.48514989,601.51111,1.0363231,0.58543736,5.4640002,-0.192,9.6019487,5.3434987,2.1772327
GDPa1-113,ipilimumab,113,418.45294,5.8720088,64,1.9750916,176.28479,154.21698,330.50177,8.9346256,746.45612,660.78888,390.01987,1050.8087,24.876501,17.989864,23.832445,11216.347,5891.5884,4901.0352,22942.205,4.2866955,355.19598,172.73676,9.6188574,54110,3.998156e-011,1.0360011e-006,2.5832014e-013,0.44942984,7.6425319,1.1026856e-015,0.43403611,3.7669191,49.038731,1.0842371,-2462.5369,-83.972733,0.6143567,0.56386352,632.46265,1.4831398,0.71047437,7.6430001,2.825,9.4562216,5.8049755,2.2117369
GDPa1-114,isatuximab,114,394.32867,2.0710323,65,-0.21949133,236.72603,240.16603,476.89206,7.2522254,630.17639,584.47491,503.01956,1087.4945,24.818586,17.734356,23.703733,11049.206,5957.1802,4695.2104,22808.486,-0.87580991,456.36758,400.12158,9.6188574,54570,3.9765632e-011,1.0416146e-006,2.5911518e-013,0.51220495,-1.5622525,5.2743111e-016,0.14762497,2.4527028,46.042774,1.0837587,-1646.6206,-101.67137,0.5831055,0.55944216,703.72919,1.3015577,1.657624,6.618,1.9960001,10.402213,7.1912856,2.2066762
GDPa1-115,iscalimab,115,360.56592,2.7851281,70,0.87478596,176.73315,269.46368,446.19684,7.6619515,708.46381,637.60071,494.37534,1131.9761,25.244867,18.108847,24.115606,11466.032,5838.127,5180.8413,23230.994,0.40837696,349.20239,331.70584,9.6188574,41620,4.0456593e-011,1.0238373e-006,2.590674e-013,0.48456994,0.72731274,3.6503258e-016,0.12856209,2.1519012,46.134846,1.0852871,-2370.311,-77.016602,0.6174854,0.493467,584.20514,1.1175138,0.39146248,5.5500002,-0.090999998,10.521338,6.0944796,2.2023637
GDPa1-116,itolizumab,116,326.59296,5.0813131,64,2.7797337,391.74051,363.83051,755.57098,8.1345701,554.56506,951.98138,634.44,1586.4214,24.839272,17.967823,23.975037,11288.016,5719.1421,5156.0903,22878.41,2.2251787,574.0202,386.41699,9.6188574,45965,4.0220771e-011,1.0298398e-006,2.5639956e-013,0.49476939,3.9655228,6.6527715e-016,0.16317773,2.8483465,44.407314,1.0847664,-1965.6179,-98.751259,0.61839962,0.48992294,725.92279,0.93783975,1.3587366,4.0279999,0.792,5.4353633,3.8396568,2.1579061
GDPa1-117,ixekizumab,117,527.5509,5.8642559,69,-4.0836921,332.09042,196.00642,528.09686,8.9180422,832.28796,794.14929,481.06827,1275.2175,25.588715,18.121172,24.471792,11759.939,6243.1973,5079.874,23614.828,4.2060971,289.67548,279.73157,9.6188574,44600,4.1054136e-011,1.008935e-006,2.5877385e-013,0.52471787,7.482573,1.2116652e-015,0.57414961,2.6103184,47.708382,1.0866022,-2063.4509,-89.401634,0.60946316,0.52689487,722.00873,1.1975707,1.1134403,6.0500002,0.99800003,12.431399,9.419178,2.2031751
GDPa1-118,ladiratuzumab,118,282.86069,2.3387785,70,-3.6119902,240.40636,331.76184,572.16821,7.4249578,634.16888,752.40619,591.00244,1343.4086,25.686834,17.952587,24.016642,11310.021,5885.8691,4984.3027,23642.434,0.11053333,476.5766,505.0675,9.6188574,54110,4.0290569e-011,1.0280453e-006,2.6468636e-013,0.49047238,0.19668673,4.6233583e-016,0.16865054,2.7683594,46.409786,1.0849208,-1923.6537,-89.46907,0.61144155,0.47113395,735.68604,0.93728751,0.68191868,5.336,0.56800002,7.0949779,2.2204742,2.2245457
GDPa1-119,lampalizumab,119,233.26105,-3.1056995,60,0.96155602,124.56425,520.1983,644.76257,4.871345,573.63922,662.50391,791.88416,1454.3881,24.100735,17.989521,23.558432,10973.327,5815.5557,4744.1138,22134.164,-6.3350692,867.78882,199.25871,9.6188574,44140,3.9521872e-011,1.0480398e-006,2.5317267e-013,0.45579329,-11.305186,1.9199952e-015,0.67351681,3.6605251,45.052238,1.0832175,-1510.0336,-70.370995,0.60007536,0.50111622,569.6745,0.9757573,1.5327415,4.9169998,-0.72899997,8.1954079,4.1101584,2.1226957
GDPa1-120,lanadelumab,120,512.97742,5.9551482,66,0.028033786,275.76511,195.05711,470.8222,8.5534868,851.98773,737.75366,410.3725,1148.1261,25.136162,17.92831,24.167797,11619.07,6329.1992,4866.853,23207.535,3.0162799,213.5594,156.16115,9.6188574,52620,4.0544151e-011,1.0216208e-006,2.5739344e-013,0.56505352,5.371489,1.0591954e-015,0.45617899,2.0319445,48.737995,1.0854803,-2277.3655,-90.822975,0.61157346,0.55321258,694.30231,1.2808281,1.5585057,7.1690001,1.5039999,16.841278,11.453215,2.150856
GDPa1-121,landogrozumab,121,313.3634,5.1002588,59,2.7859495,146.76566,104.25811,251.02377,8.275404,632.85779,557.9588,348.72156,906.68036,23.929409,17.869055,23.47724,10861.872,5745.4321,4702.3916,22071.523,2.3251162,393.89374,192.65143,9.6188574,41620,3.9385665e-011,1.0516766e-006,2.5224519e-013,0.44418037,4.150568,7.5547435e-016,0.3157295,3.1744819,46.595497,1.0829145,-1958.9808,-69.296402,0.60662395,0.47888181,567.81396,0.99496043,0.61073744,7.3070002,0.99900001,8.0542364,3.4439104,2.150744
GDPa1-122,lebrikizumab,122,522.11743,-0.35674256,67,3.7388592,210.56253,341.51855,552.08112,5.619832,787.48553,616.98322,616.33704,1233.3203,25.00292,17.946941,23.971117,11288.417,6154.5591,4735.1938,23010.416,-3.5503209,360.45944,326.87952,9.6188574,45630,4.0214197e-011,1.0300059e-006,2.581304e-013,0.50350231,-6.3269815,9.6929135e-016,0.41067439,2.3814342,47.070759,1.0847518,-1877.6851,-96.225822,0.6001721,0.48986185,777.74542,1.0767829,0.50930971,6.8769999,-0.25799999,13.016749,9.9575262,2.1500442
GDPa1-123,lenzilumab,123,249.28658,10.37713,64,4.7233858,358.67984,57.723335,416.40317,9.7114525,562.07703,821.82556,349.92978,1171.7554,25.07992,18.000427,24.014481,11333.979,5654.4097,5247.0444,23152.326,10.188122,445.65878,252.51883,9.6188574,48610,4.0286944e-011,1.0281408e-006,2.5845653e-013,0.47035849,18.152954,2.9581423e-015,1.1231022,2.7903228,45.863552,1.0849127,-2444.5798,-91.002663,0.6063652,0.44306764,719.95941,0.77084482,0.68077874,4.197,0.389,10.128045,5.5621247,2.1630421
GDPa1-124,lexatumumab,124,391.80768,2.4914663,68,3.4264834,240.22656,288.28052,528.50708,7.7613206,522.9505,599.88873,539.96716,1139.856,24.418692,17.701954,23.680988,11032.803,5634.8877,4967.5786,22379.559,0.85097665,365.51743,634.47943,9.6188574,51130,3.9727475e-011,1.042633e-006,2.5518937e-013,0.47759131,1.5178819,5.3128887e-016,0.16657913,4.4831629,44.472912,1.0836738,-2373.7319,-98.515961,0.59838259,0.47246727,719.67529,0.83190161,1.372784,2.8199999,-0.84899998,8.0904827,6.0676966,2.3095953
GDPa1-125,ligelizumab,125,717.47882,-1.1773853,68,-3.1364911,165.88342,193.34653,359.22995,6.3298416,949.91119,552.91138,525.15228,1078.0636,25.510317,18.014738,24.2551,11666.979,6507.1387,4749.6689,23443.168,-3.1696475,219.31477,248.17488,9.6188574,65110,4.0690611e-011,1.017949e-006,2.6028588e-013,0.54093182,-5.6429601,1.0640088e-015,0.46026593,3.6032121,40.513149,1.0858029,-1262.4205,-75.871758,0.6000815,0.57991856,619.61157,1.4944811,1.2225323,7.257,1.548,15.192101,12.220957,2.3105435
GDPa1-126,lintuzumab,126,320.93228,3.5249584,65,1.6128169,252.58893,259.06442,511.65335,8.10674,642.60065,719.49976,524.9422,1244.4419,24.829163,17.910942,23.894579,11254.845,5734.186,5100.6504,22784.732,2.2495713,416.47903,417.31964,9.6188574,48610,4.0085796e-011,1.0333027e-006,2.5715701e-013,0.51512289,4.0099006,7.0665608e-016,0.28458789,3.8184772,49.333107,1.0844679,-1820.328,-81.670448,0.58493549,0.46795654,617.659,0.88117927,0.90901667,4.1690001,0.12899999,11.682817,7.4264064,2.2181678
GDPa1-127,lirilumab,127,461.71051,1.8389549,68,-1.9888722,158.79774,134.21513,293.01288,6.5561361,687.65869,592.93811,509.87006,1102.8081,25.120779,17.828592,23.888418,11173.44,5941.8657,4811.2637,23131.316,-1.3164474,299.48022,303.23941,9.6188574,50100,4.007546e-011,1.0335759e-006,2.6024609e-013,0.54905319,-2.3466916,4.1329599e-016,0.23922592,2.864867,45.309952,1.084445,-2010.8602,-116.23808,0.6000672,0.54194134,914.19086,1.254065,1.3136641,8.2489996,3.3529999,9.6324253,7.1084604,2.1013615
GDPa1-128,loncastuximab,128,270.54111,2.9572332,62,-3.3856099,197.71248,175.93958,373.65207,7.5970292,465.68387,623.6402,441.61572,1065.2559,24.530769,17.864733,23.507687,10870.521,5751.2109,4726.6465,22426.941,-0.32627511,216.69693,399.19513,9.6188574,58580,3.9436742e-011,1.0502998e-006,2.5824574e-013,0.46242875,-0.58245564,3.7934858e-016,0.11857844,4.1703486,47.51683,1.0830282,-1504.5668,-100.98702,0.57013124,0.46045157,750.43591,0.86740971,0.72128773,4.0809999,-0.61900002,4.7972016,3.4378335,2.2289243
GDPa1-129,lorvotuzumab,129,497.09833,9.0612564,68,2.5860116,334.46008,142.13933,476.5994,9.4861069,755.64526,827.84619,327.05106,1154.8972,25.431835,18.074808,24.142101,11422.52,6066.5664,4924.2656,23508.535,8.3004179,367.46896,253.63866,9.6188574,40005,4.0501043e-011,1.0227055e-006,2.606976e-013,0.48468915,14.78294,2.3738149e-015,0.79615688,2.201046,47.268539,1.0853853,-2551.5208,-84.12104,0.62509543,0.50783718,727.06927,1.2152338,0.31582683,5.8499999,1.7359999,6.1958771,3.3091373,2.2013366
GDPa1-130,lucatumumab,130,396.55566,2.5923181,70,0.67837304,171.47592,263.01614,434.49207,7.674016,740.65894,616.55176,504.17114,1120.7229,25.244865,18.094618,24.121265,11474.999,5834.8545,5195.5166,23230.846,0.33197773,354.06699,325.01404,9.6188574,41620,4.0466089e-011,1.0235977e-006,2.5900676e-013,0.48877248,0.59135312,3.6269091e-016,0.14438701,2.0181537,45.993889,1.0853081,-2415.7183,-77.312744,0.6174854,0.49327838,586.17261,1.1199447,0.36981177,5.5500002,-0.090999998,10.046991,5.5412903,2.1926165
GDPa1-131,lumiliximab,131,349.23138,3.8407924,63,-3.978467,232.35757,195.98969,428.34726,7.819097,694.7688,661.66742,423.34137,1085.0088,24.60409,17.880264,23.695959,11039.502,5670.8604,4950.3511,22638.469,1.028398,190.89871,364.33463,9.6188574,45630,3.975259e-011,1.041961e-006,2.5696117e-013,0.49044192,1.8344606,5.0628885e-016,0.24612913,3.7239723,46.557461,1.0837297,-2212.897,-78.041313,0.61052746,0.4433648,604.56866,0.7104187,1.0599885,5.8299999,0.28099999,9.3108063,4.2955155,2.1740096
GDPa1-132,lumretuzumab,132,330.41644,5.6278424,71,5.6799221,274.68262,99.671883,374.35452,8.788393,613.07642,713.92834,425.65442,1139.5828,25.796301,18.086987,24.238249,11552.846,5876.0913,5244.6943,23687.354,4.2272291,423.74252,536.68292,9.6188574,60070,4.0662338e-011,1.0186476e-006,2.6338447e-013,0.52213699,7.5262537,1.2436482e-015,0.623779,2.8604717,45.676571,1.0857408,-2226.6218,-101.56207,0.59200525,0.49271873,770.78357,1.0709894,0.64805919,4.2160001,0.14399999,8.2626095,4.0298619,2.1841233
GDPa1-133,margetuximab,133,403.21536,3.8154881,65,-2.3532639,296.04315,250.66641,546.70959,8.1265059,691.51324,707.38855,554.08295,1261.4716,25.257437,17.933525,24.091015,11378.694,5900.647,5042.918,23247.926,2.8918467,124.0441,335.91232,9.6188574,50100,4.0415341e-011,1.0248776e-006,2.5945977e-013,0.50101119,5.1511407,9.0409671e-016,0.2587049,2.1095457,42.890404,1.0851961,-1809.274,-86.311531,0.60429454,0.47557548,697.05493,0.98050785,0.57916927,4.1820002,0.74199998,10.610287,6.3169332,2.2360837
GDPa1-134,matuzumab,134,445.69662,2.0530961,65,-0.068425842,270.98044,192.93318,463.9136,7.2281418,737.82452,780.0957,481.59265,1261.6884,25.204781,18.068819,24.141335,11564.87,5969.8823,5170.0435,23096.094,-0.4664593,457.92313,507.20483,9.6188574,57090,4.0499756e-011,1.0227458e-006,2.5838026e-013,0.52248895,-0.83072054,4.622352e-016,0.14615819,2.675216,48.570816,1.0853823,-1673.9474,-79.111687,0.59152871,0.49967372,626.10339,1.0239236,1.1868243,3.329,-1.51,9.2799578,5.114862,2.1251063
GDPa1-135,mavrilimumab,135,428.98566,-2.4952865,70,-3.8088632,188.59969,346.57516,535.17487,5.2549648,624.82025,592.15613,633.44427,1225.6003,24.434164,17.82468,23.927496,11390.352,6192.7197,4761.3262,22491.361,-6.3932076,552.60107,168.89517,9.6188574,37150,4.0141019e-011,1.0318786e-006,2.527172e-013,0.50163627,-11.394634,1.8535497e-015,0.70823038,2.9270108,43.292114,1.0845901,-1488.6973,-80.045403,0.58205962,0.4720051,642.98413,0.93737108,0.71294576,6.9559999,1.316,8.5745468,7.179646,2.1280098
GDPa1-136,mepolizumab,136,283.54086,3.8398342,70,1.8329186,167.02565,114.82262,281.84827,8.1951027,516.60651,609.58783,374.2626,983.85046,25.227365,18.061523,24.112104,11305.23,6026.5649,4879.4541,23271.1,2.4534104,359.54138,312.47122,9.6188574,42650,4.0450719e-011,1.0239754e-006,2.5892274e-013,0.48768699,4.3699703,7.3992627e-016,0.31396154,2.4225547,43.545406,1.0852743,-2044.2114,-74.916412,0.60097194,0.48270145,638.18402,0.98146796,0.83128434,7.1739998,1.276,9.2362823,5.9136214,2.0572307
GDPa1-137,milatuzumab,137,245.84758,6.7449193,70,-1.3957179,332.53232,255.44386,587.9762,9.3365631,599.04413,772.85181,521.44446,1294.2963,25.479607,18.178566,24.209051,11494.59,5799.0483,5246.5835,23498.48,5.6114693,297.41763,564.47955,9.6188574,45170,4.0613356e-011,1.0198813e-006,2.6046605e-013,0.53414935,9.9915934,1.6420821e-015,0.56600696,4.0024395,44.868362,1.0856328,-2059.7026,-81.392853,0.6135962,0.44530025,661.69635,0.67457151,1.3486344,5.0760002,-1.572,11.341336,6.0899816,2.219429
GDPa1-138,mirikizumab,138,404.40808,6.804575,60,2.8659937,366.05673,275.42172,641.47845,9.1252136,605.76855,885.98956,504.59521,1390.5847,24.495832,18.081701,23.897699,11279.59,6025.7974,4861.418,22611.313,5.4168973,402.33932,542.0426,9.6188574,52620,4.0091031e-011,1.0331599e-006,2.5366964e-013,0.47956893,9.6555452,1.6264095e-015,0.6080783,3.6680052,43.984058,1.0844796,-1452.8097,-67.974701,0.5879941,0.4527187,587.49139,0.78865814,0.92154187,5.8979998,2.122,9.3313227,7.2903509,2.1022923
GDPa1-139,mirvetuximab,139,309.142,2.0055969,67,-0.22098194,281.92374,289.58661,571.51038,7.2342305,644.9892,611.70746,550.38,1162.0874,25.189249,18.013121,23.978867,11092.169,6077.7852,4606.5439,23225.906,-1.0044833,142.69632,563.88861,9.6188574,43110,4.02272e-011,1.0296616e-006,2.5996718e-013,0.47366631,-1.7897617,5.3751477e-016,0.21083243,2.3702855,44.985504,1.0847808,-1452.9218,-90.09613,0.60251421,0.47168741,753.67859,0.94866896,0.63255638,6.6529999,-0.322,9.9670506,4.6221423,2.1577222
GDPa1-140,mitazalimab,140,367.64001,3.7596061,69,-1.7352347,230.28894,89.648781,319.93771,8.1923666,627.50159,569.42133,382.32574,951.74707,24.396631,17.656948,23.556316,10920.673,5797.0762,4710.4517,22466.096,2.4970396,503.5278,246.30333,9.6188574,47120,3.9518323e-011,1.0481324e-006,2.563036e-013,0.45408332,4.456007,8.4214086e-016,0.29692858,3.6030033,45.181293,1.0832096,-2139.7566,-84.105568,0.59819925,0.5094046,655.41223,1.214723,0.37568319,9.1540003,3.855,8.0489435,3.7248259,2.2222536
GDPa1-141,mogamulizumab,141,548.47229,2.9211528,69,0.96071804,199.53561,157.06165,356.59726,7.5543437,944.79938,664.9491,473.46893,1138.4181,25.429567,18.1812,24.193214,11528.846,6148.5908,4925.3433,23481.555,0.028062792,428.56039,129.98141,9.6188574,47120,4.0586791e-011,1.0205467e-006,2.6012412e-013,0.50209111,0.050058212,3.6206323e-016,0.11991595,1.8456602,42.74147,1.0855743,-2271.3943,-85.676804,0.62837607,0.52203447,734.55438,1.2170298,0.81883383,8.1459999,2.494,12.670621,7.2029247,2.2076092
GDPa1-142,monalizumab,142,462.34518,3.0033047,70,-2.8988094,214.63626,369.90616,584.54242,7.6316943,665.74884,765.83606,622.47906,1388.3151,25.721447,18.135204,24.295504,11644.279,6096.7417,5118.8633,23654.043,0.11076562,556.85901,590.51868,9.6188574,57090,4.075839e-011,1.0162427e-006,2.6200017e-013,0.54506505,0.1972606,4.0473789e-016,0.21313971,3.3057365,44.445972,1.0859523,-1951.2944,-80.802414,0.60063607,0.58031756,618.91071,1.4014236,1.8044006,5,1.544,10.0806,7.6766043,2.1742835
GDPa1-143,mosunetuzumab,143,391.7908,4.8980675,69,-2.9001398,387.11874,229.79549,616.91425,8.1448956,650.11249,809.84637,586.04297,1395.8894,25.718088,18.093035,24.231646,11543.898,5975.2666,5130.9214,23724.541,2.2471757,235.79517,470.51743,9.6188574,58580,4.0651264e-011,1.0189382e-006,2.626608e-013,0.55460578,4.0010166,7.3550396e-016,0.36481819,2.8355448,44.84132,1.0857162,-2239.8418,-96.394043,0.61312401,0.45909902,723.50275,0.88866848,0.54269785,5.283,0.59200001,8.5961533,5.4193897,2.2141216
